                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.81062,                0.73708,                 1.0909,                0.92397,                0.84677,                0.92846,                0.61759,                 1.0618,                0.84728,                 1.1729,             0.00041275,             0.00041275,             0.00041275
                     41,                0.79274,                0.88786,                 1.0652,                0.89078,                0.87734,                0.92056,                 0.6194,                 1.0531,                0.89384,                 1.1639,             0.00037974,             0.00037974,             0.00037974
                     42,                0.75695,                0.75471,                 1.0473,                0.88453,                0.82643,                0.89439,                0.59188,                 1.1258,                 1.1749,                 1.2272,             0.00034674,             0.00034674,             0.00034674
                     43,                0.72524,                0.74306,                 1.0177,                0.90075,                0.82687,                0.90069,                0.59982,                 1.1035,                 1.1395,                 1.2105,             0.00031373,             0.00031373,             0.00031373
                     44,                0.73087,                0.72866,                 1.0365,                0.87702,                0.90376,                  0.934,                0.64229,                0.98673,                0.84108,                 1.1181,             0.00028072,             0.00028072,             0.00028072
                     45,                0.73654,                 0.6971,                 1.0208,                0.86235,                0.90738,                 0.9351,                0.65049,                0.95735,                0.81857,                 1.1003,             0.00024772,             0.00024772,             0.00024772
                     46,                0.71507,                0.67414,                 1.0122,                0.87961,                0.90313,                0.93742,                0.65382,                0.95743,                0.83602,                 1.0912,             0.00021471,             0.00021471,             0.00021471
                     47,                0.69375,                0.64398,                 1.0066,                0.91723,                0.88656,                 0.9372,                0.65381,                0.95507,                0.82804,                 1.0886,              0.0001817,              0.0001817,              0.0001817
                     48,                0.70312,                0.66776,                 1.0127,                0.92484,                0.88709,                0.93832,                 0.6511,                0.95422,                0.80336,                 1.0882,              0.0001487,              0.0001487,              0.0001487
                     49,                0.67782,                0.64003,                 0.9951,                 0.9286,                 0.8877,                0.93731,                0.65845,                0.94965,                0.78983,                 1.0861,             0.00011569,             0.00011569,             0.00011569
                     50,                0.66595,                0.64447,                0.99135,                 0.9205,                0.88525,                0.93671,                0.65939,                0.95283,                0.78119,                 1.0908,             8.2683e-05,             8.2683e-05,             8.2683e-05
