                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.1118,                 1.1722,                 1.2926,                0.67556,                0.58249,                0.65972,                0.41152,                 1.4287,                  1.747,                 1.5064,              0.0014195,              0.0014195,              0.0014195
                     18,                 1.1171,                 1.1638,                 1.2876,                0.74017,                0.75418,                0.80181,                0.49435,                 1.2241,                 1.3535,                 1.3533,              0.0014029,              0.0014029,              0.0014029
                     19,                 1.0774,                 1.0804,                 1.2405,                0.75246,                0.75484,                 0.8223,                0.52312,                 1.2434,                 1.3274,                   1.35,              0.0013864,              0.0013864,              0.0013864
                     20,                 1.0781,                 1.0544,                 1.2295,                0.84612,                0.68068,                0.79648,                 0.4962,                 1.3147,                 1.2676,                  1.352,              0.0013699,              0.0013699,              0.0013699
                     21,                 1.0623,                  1.036,                 1.2178,                0.82248,                0.73639,                 0.8227,                0.52714,                  1.249,                 1.2192,                 1.3238,              0.0013534,              0.0013534,              0.0013534
                     22,                 1.0673,                 1.0683,                  1.246,                0.85943,                0.72902,                0.83644,                0.53561,                 1.2648,                 1.2445,                 1.3345,              0.0013369,              0.0013369,              0.0013369
                     23,                  1.006,                 1.0005,                 1.1746,                0.72711,                0.73375,                0.79036,                0.50568,                 1.2845,                 1.3292,                 1.3517,              0.0013204,              0.0013204,              0.0013204
                     24,                 1.0421,                 1.0241,                 1.2192,                0.84326,                0.70805,                0.80128,                0.51841,                 1.2077,                 1.3313,                 1.3269,              0.0013039,              0.0013039,              0.0013039
                     25,                 1.0017,                0.97075,                 1.2033,                0.87149,                0.70253,                0.78698,                0.52498,                 1.1565,                  1.302,                 1.2651,              0.0012874,              0.0012874,              0.0012874
                     26,                0.98296,                0.91234,                 1.1996,                0.79456,                0.73029,                0.75888,                0.50497,                 1.1189,                 1.3116,                 1.2506,              0.0012709,              0.0012709,              0.0012709
                     27,                0.95654,                0.92673,                 1.1683,                0.79147,                0.75802,                0.79565,                0.51986,                 1.1784,                 1.3101,                 1.2429,              0.0012544,              0.0012544,              0.0012544
                     28,                0.97943,                0.91867,                 1.1909,                0.86124,                0.81038,                0.87528,                0.57788,                 1.1631,                 1.1536,                 1.2501,              0.0012379,              0.0012379,              0.0012379
                     29,                0.95547,                  0.909,                 1.1717,                0.86895,                0.82166,                0.88988,                0.58357,                 1.1513,                 1.0626,                 1.2313,              0.0012214,              0.0012214,              0.0012214
                     30,                0.99906,                0.93564,                  1.208,                0.83407,                0.80619,                0.86962,                0.58095,                 1.1535,                 1.0891,                 1.2363,              0.0012049,              0.0012049,              0.0012049
                     31,                0.97292,                0.92686,                 1.1904,                0.86569,                0.74516,                0.83797,                0.55043,                 1.1758,                 1.1705,                 1.2658,              0.0011884,              0.0011884,              0.0011884
                     32,                0.97203,                0.91828,                  1.162,                 0.8465,                0.70026,                 0.7899,                0.50509,                 1.2618,                  1.282,                 1.3969,              0.0011719,              0.0011719,              0.0011719
                     33,                0.99483,                0.92876,                 1.2154,                0.77506,                0.77242,                 0.8076,                0.50085,                 1.2579,                 1.3357,                 1.3904,              0.0011554,              0.0011554,              0.0011554
                     34,                0.92114,                0.83025,                 1.1292,                0.84438,                0.82612,                0.86543,                0.54979,                 1.1698,                  1.059,                 1.2771,              0.0011389,              0.0011389,              0.0011389
                     35,                 0.9372,                0.86872,                 1.1451,                0.74602,                0.80023,                0.79949,                 0.4978,                 1.2545,                 1.2562,                 1.3256,              0.0011224,              0.0011224,              0.0011224
                     36,                0.92391,                0.87291,                 1.1512,                0.81453,                0.69885,                0.77399,                0.49757,                 1.2991,                 1.4114,                 1.3663,              0.0011059,              0.0011059,              0.0011059
                     37,                0.89762,                0.85938,                 1.1308,                0.85478,                0.82894,                 0.8687,                0.57922,                 1.1331,                 1.0594,                 1.2176,              0.0010894,              0.0010894,              0.0010894
                     38,                0.90539,                0.82517,                 1.1628,                0.81054,                0.78664,                0.82271,                0.53196,                 1.2242,                 1.2422,                 1.3028,              0.0010729,              0.0010729,              0.0010729
                     39,                0.89715,                0.79186,                 1.1264,                0.84097,                0.74637,                0.81808,                0.52282,                 1.1979,                 1.2599,                 1.3024,              0.0010564,              0.0010564,              0.0010564
                     40,                0.88836,                 0.7932,                 1.1367,                0.89015,                0.79197,                0.87137,                0.58386,                 1.1253,                 1.0554,                 1.2454,              0.0010399,              0.0010399,              0.0010399
                     41,                0.90344,                0.79403,                 1.1284,                0.88513,                0.81138,                0.88554,                0.61776,                 1.0822,                 1.0257,                  1.211,              0.0010234,              0.0010234,              0.0010234
                     42,                0.89116,                0.79396,                 1.1183,                0.85246,                0.84835,                0.88467,                0.60853,                 1.0532,                0.98537,                 1.1821,              0.0010069,              0.0010069,              0.0010069
                     43,                0.83253,                0.76392,                 1.1055,                0.87986,                0.85138,                0.89359,                0.60409,                 1.0885,                0.92475,                 1.2148,             0.00099036,             0.00099036,             0.00099036
                     44,                0.87747,                0.77772,                 1.1164,                0.90889,                0.81408,                0.90246,                0.61414,                 1.0294,                0.84086,                 1.1613,             0.00097386,             0.00097386,             0.00097386
                     45,                0.84818,                0.74726,                 1.0981,                0.84855,                0.84518,                0.89379,                0.58879,                 1.0756,                0.90177,                 1.1971,             0.00095736,             0.00095736,             0.00095736
                     46,                 0.8322,                0.72994,                 1.0873,                0.81516,                0.83625,                0.88041,                0.58612,                 1.0563,                0.87595,                 1.1844,             0.00094085,             0.00094085,             0.00094085
                     47,                0.79891,                0.71858,                 1.0728,                0.84221,                0.83086,                0.88639,                0.59802,                 1.0499,                0.85475,                 1.1926,             0.00092435,             0.00092435,             0.00092435
                     48,                 0.8466,                0.73904,                 1.1035,                 0.8962,                0.87581,                0.92176,                0.59804,                 1.1132,                 0.8319,                 1.2293,             0.00090785,             0.00090785,             0.00090785
                     49,                0.83372,                0.71472,                 1.0784,                0.89069,                0.83364,                0.91851,                0.60039,                 1.0881,                0.81163,                   1.23,             0.00089134,             0.00089134,             0.00089134
                     50,                0.83335,                0.71987,                 1.0803,                0.86622,                0.84495,                0.91557,                0.59442,                 1.0996,                0.79509,                 1.2407,             0.00087484,             0.00087484,             0.00087484
                     51,                0.82123,                0.69033,                 1.0798,                0.87752,                0.85968,                0.90435,                 0.5947,                 1.1569,                0.84074,                 1.2902,             0.00085834,             0.00085834,             0.00085834
                     52,                0.80943,                0.69513,                 1.0944,                0.85853,                0.82556,                0.87191,                 0.5833,                 1.1469,                0.93553,                 1.2814,             0.00084184,             0.00084184,             0.00084184
                     53,                0.81487,                0.70209,                 1.0876,                0.84051,                0.82449,                0.87347,                0.58898,                 1.0899,                0.90869,                 1.2336,             0.00082533,             0.00082533,             0.00082533
                     54,                0.78111,                0.66879,                 1.0935,                0.86175,                0.84672,                0.89914,                0.60477,                 1.1034,                0.86346,                 1.2342,             0.00080883,             0.00080883,             0.00080883
                     55,                0.78566,                0.71233,                 1.0859,                0.86208,                0.87314,                0.91196,                0.61162,                 1.0895,                0.81879,                 1.2098,             0.00079233,             0.00079233,             0.00079233
                     56,                0.81801,                 0.7187,                 1.0978,                0.87703,                 0.8459,                 0.9167,                0.62169,                 1.0475,                0.79985,                  1.166,             0.00077582,             0.00077582,             0.00077582
                     57,                0.79991,                 0.7034,                 1.0804,                0.88067,                0.87448,                0.92249,                0.62298,                 1.0311,                0.77243,                 1.1605,             0.00075932,             0.00075932,             0.00075932
                     58,                0.78577,                0.64422,                 1.0764,                0.88131,                 0.8962,                0.92816,                0.62765,                 1.0295,                0.76185,                   1.16,             0.00074282,             0.00074282,             0.00074282
                     59,                 0.7791,                0.69444,                   1.08,                0.89688,                0.85641,                0.92218,                0.62736,                 1.0347,                0.75396,                 1.1684,             0.00072631,             0.00072631,             0.00072631
                     60,                0.75811,                0.66868,                 1.0568,                0.91309,                0.85434,                0.90975,                 0.6094,                 1.0883,                0.77793,                 1.2101,             0.00070981,             0.00070981,             0.00070981
                     61,                0.74799,                0.64682,                 1.0438,                0.94412,                0.86078,                0.91918,                0.61254,                 1.1012,                0.75662,                 1.2226,             0.00069331,             0.00069331,             0.00069331
                     62,                0.74824,                 0.6224,                 1.0436,                0.90122,                0.86152,                0.92849,                0.62185,                 1.0649,                0.73108,                 1.2122,              0.0006768,              0.0006768,              0.0006768
                     63,                0.75611,                0.63837,                 1.0497,                0.87557,                0.88802,                0.93064,                0.62875,                 1.0646,                  0.726,                 1.2191,              0.0006603,              0.0006603,              0.0006603
                     64,                0.76496,                0.63735,                 1.0582,                0.92071,                 0.8766,                0.92164,                0.61897,                 1.0727,                0.71732,                 1.1978,              0.0006438,              0.0006438,              0.0006438
                     65,                0.73989,                0.62089,                 1.0489,                 0.8994,                0.86682,                0.91646,                 0.6196,                 1.0154,                0.74758,                 1.1401,             0.00062729,             0.00062729,             0.00062729
                     66,                 0.7219,                0.57757,                 1.0251,                0.89831,                0.88472,                0.92477,                 0.6323,                 0.9867,                0.73397,                 1.1265,             0.00061079,             0.00061079,             0.00061079
                     67,                0.74149,                0.62641,                 1.0485,                 0.9041,                0.87524,                0.93112,                0.64379,                0.99125,                0.73858,                 1.1277,             0.00059429,             0.00059429,             0.00059429
                     68,                0.72374,                0.61057,                 1.0376,                0.92302,                 0.8843,                0.93164,                0.64147,                0.97544,                0.71684,                 1.1104,             0.00057778,             0.00057778,             0.00057778
                     69,                0.69704,                0.59459,                 1.0292,                0.91819,                0.90348,                0.93371,                 0.6439,                0.98025,                0.73996,                 1.1187,             0.00056128,             0.00056128,             0.00056128
                     70,                0.73385,                0.63254,                 1.0543,                0.93246,                0.85946,                0.92869,                0.64022,                 1.0164,                0.76649,                 1.1509,             0.00054478,             0.00054478,             0.00054478
                     71,                0.70454,                0.59636,                 1.0368,                0.90961,                0.86531,                0.93424,                0.64361,                 1.0196,                0.74219,                 1.1586,             0.00052827,             0.00052827,             0.00052827
                     72,                 0.7032,                0.60874,                 1.0443,                0.86348,                0.90553,                0.90771,                0.61684,                 1.0304,                0.70739,                 1.1619,             0.00051177,             0.00051177,             0.00051177
                     73,                0.70929,                0.57717,                 1.0194,                0.88296,                0.90279,                 0.9158,                0.62488,                 1.0273,                0.70929,                 1.1583,             0.00049527,             0.00049527,             0.00049527
                     74,                0.68071,                0.59411,                 1.0242,                0.89601,                0.88519,                0.92901,                0.63085,                 1.0209,                 0.7272,                 1.1555,             0.00047876,             0.00047876,             0.00047876
                     75,                0.70453,                0.57993,                 1.0293,                 0.8871,                0.89555,                0.93518,                0.63478,                 1.0318,                0.71978,                 1.1643,             0.00046226,             0.00046226,             0.00046226
                     76,                0.66636,                0.55411,                 1.0126,                0.89995,                0.86957,                0.93103,                0.63801,                 1.0529,                0.73963,                 1.1817,             0.00044576,             0.00044576,             0.00044576
                     77,                0.68825,                 0.5885,                 1.0298,                0.91925,                0.88356,                0.93589,                0.63308,                 1.0532,                0.70448,                 1.1918,             0.00042925,             0.00042925,             0.00042925
                     78,                0.69562,                0.56262,                 1.0222,                0.90506,                0.88984,                0.93828,                0.63382,                 1.0816,                0.69809,                  1.206,             0.00041275,             0.00041275,             0.00041275
                     79,                0.67259,                0.56336,                 1.0072,                0.88526,                0.91728,                0.93975,                0.63213,                 1.0642,                0.68561,                 1.1903,             0.00039625,             0.00039625,             0.00039625
                     80,                0.69022,                0.56711,                 1.0313,                0.89485,                0.89908,                0.94161,                0.63326,                 1.0157,                 0.6735,                 1.1673,             0.00037974,             0.00037974,             0.00037974
                     81,                0.66032,                0.54858,                 1.0054,                0.89551,                0.91635,                0.94407,                0.64365,                 1.0128,                0.68111,                 1.1589,             0.00036324,             0.00036324,             0.00036324
                     82,                0.65147,                 0.5306,                0.99353,                0.93159,                 0.8654,                0.94319,                0.65419,                  1.001,                0.68202,                 1.1487,             0.00034674,             0.00034674,             0.00034674
                     83,                0.66395,                0.50981,                 1.0093,                0.90622,                0.90634,                0.94494,                0.65746,                 1.0042,                0.68827,                 1.1377,             0.00033023,             0.00033023,             0.00033023
                     84,                 0.6925,                0.55291,                 1.0206,                 0.8815,                0.91982,                0.93999,                0.65594,                 1.0057,                0.69381,                 1.1312,             0.00031373,             0.00031373,             0.00031373
                     85,                0.65336,                0.52254,                  1.002,                0.92305,                0.90027,                0.93779,                0.66458,                0.99119,                0.68029,                 1.1291,             0.00029723,             0.00029723,             0.00029723
                     86,                0.66346,                0.53329,                 1.0014,                0.93348,                0.89383,                0.93585,                0.66624,                0.97906,                 0.6718,                 1.1342,             0.00028072,             0.00028072,             0.00028072
                     87,                0.63956,                0.52414,                0.99039,                0.92131,                0.91057,                 0.9365,                0.65969,                0.99007,                0.66501,                 1.1482,             0.00026422,             0.00026422,             0.00026422
                     88,                0.62835,                0.52932,                 1.0014,                0.93094,                0.87903,                0.93986,                0.64908,                 1.0141,                0.66261,                 1.1708,             0.00024772,             0.00024772,             0.00024772
                     89,                0.63921,                0.50512,                0.98306,                0.92616,                0.88627,                0.93949,                0.64872,                 1.0002,                0.66846,                 1.1679,             0.00023121,             0.00023121,             0.00023121
                     90,                0.62209,                0.50387,                0.98879,                0.92355,                0.88889,                0.93922,                0.65222,                0.98708,                0.67252,                 1.1577,             0.00021471,             0.00021471,             0.00021471
                     91,                0.60942,                0.57667,                0.97802,                0.93378,                0.89112,                0.93913,                0.64985,                0.97821,                0.66235,                 1.1485,             0.00019821,             0.00019821,             0.00019821
                     92,                0.60055,                0.53065,                0.94991,                0.91675,                0.88615,                0.93165,                0.64144,                0.99559,                0.69728,                 1.1575,              0.0001817,              0.0001817,              0.0001817
                     93,                0.58325,                0.49119,                0.92523,                0.93071,                0.85714,                0.92315,                0.63843,                0.99523,                0.76615,                 1.1616,              0.0001652,              0.0001652,              0.0001652
                     94,                0.57427,                0.49409,                0.93684,                0.93095,                0.85342,                0.92506,                0.63432,                0.96927,                0.74926,                 1.1575,              0.0001487,              0.0001487,              0.0001487
                     95,                0.57515,                0.48061,                0.93928,                0.93613,                0.87005,                0.93202,                0.64193,                0.96329,                0.68429,                  1.163,             0.00013219,             0.00013219,             0.00013219
                     96,                0.55851,                0.46045,                0.93402,                0.90055,                 0.9098,                0.94226,                0.64638,                0.95506,                0.65128,                 1.1524,             0.00011569,             0.00011569,             0.00011569
                     97,                0.56852,                0.45448,                 0.9197,                 0.9052,                0.90329,                0.94485,                0.65339,                 0.9423,                0.64248,                 1.1379,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.53819,                0.44147,                0.91521,                0.90491,                 0.9014,                 0.9453,                0.65792,                0.94237,                0.63963,                 1.1307,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.53924,                0.43651,                0.92186,                0.90503,                0.90501,                0.94525,                0.66168,                0.94477,                0.63687,                  1.128,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.54367,                0.44639,                0.92212,                0.90408,                0.90943,                0.94573,                0.65881,                0.94793,                0.63339,                 1.1302,             4.9677e-05,             4.9677e-05,             4.9677e-05
